source,dataset,examples,case_score
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.7
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.7
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.65
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.08
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.75
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.75
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.7
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.0
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.08
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.7
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.3
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.08
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.75
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.9
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.1
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,diabetic,ex0,0.08
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.55
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.15
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.5
Real,diabetic,ex0,0.6
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.95
Real,diabetic,ex0,0.92
Real,diabetic,ex0,0.05
Real,diabetic,ex0,0.85
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.9
Real,nlp,ex0,0.85
Real,nlp,ex0,0.92
Real,nlp,ex0,0.05
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.55
Real,nlp,ex0,0.1
Real,nlp,ex0,0.55
Real,nlp,ex0,0.95
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.55
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.9
Real,nlp,ex0,0.1
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.65
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.25
Real,nlp,ex0,0.1
Real,nlp,ex0,0.6
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.75
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.9
Real,nlp,ex0,0.9
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.55
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.65
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.55
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.92
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.08
Real,nlp,ex0,0.05
Real,nlp,ex0,0.95
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.91
Real,nlp,ex0,0.92
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.85
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.6
Real,nlp,ex0,0.05
Real,nlp,ex0,0.95
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.91
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.55
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.15
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.55
Real,nlp,ex0,0.85
Real,nlp,ex0,0.55
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.75
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.92
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.55
Real,nlp,ex0,0.5
Real,nlp,ex0,0.95
Real,nlp,ex0,0.1
Real,nlp,ex0,0.75
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.85
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.65
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.95
Real,nlp,ex0,0.9
Real,nlp,ex0,0.95
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.72
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.35
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.92
Real,nlp,ex0,0.55
Real,nlp,ex0,0.5
Real,nlp,ex0,0.65
Real,nlp,ex0,0.05
Real,nlp,ex0,0.92
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.15
Real,nlp,ex0,0.6
Real,nlp,ex0,0.0
Real,nlp,ex0,0.8
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.55
Real,nlp,ex0,0.6
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.72
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.6
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.15
Real,nlp,ex0,0.15
Real,nlp,ex0,1.0
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.72
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.25
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.2
Real,nlp,ex0,0.85
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.91
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.85
Real,nlp,ex0,0.55
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.55
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.55
Real,nlp,ex0,0.85
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.95
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.9
Real,nlp,ex0,0.6
Real,nlp,ex0,0.15
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.95
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.9
Real,nlp,ex0,0.1
Real,nlp,ex0,0.3
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.91
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.85
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.6
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.92
Real,nlp,ex0,0.08
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.95
Real,nlp,ex0,0.85
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.6
Real,nlp,ex0,0.95
Real,nlp,ex0,0.15
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.85
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.5
Real,nlp,ex0,0.1
Real,nlp,ex0,0.1
Real,nlp,ex0,0.05
Real,nlp,ex0,0.1
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.5
Real,nlp,ex0,0.6
Real,nlp,ex0,0.0
Real,nlp,ex0,0.15
Real,nlp,ex0,0.9
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.15
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.05
Real,nlp,ex0,0.9
Real,nlp,ex0,0.85
Real,nlp,ex0,0.5
